commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;isEqualBreakingChange;isEqualDeprecated;isEqualJavaDoc
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidReachabilityInspectors</code><br>was removed<br>;;com.squareup.leakcanary.AndroidReachabilityInspectors;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidReachabilityInspectors</code> <br>was removed<br>;com.squareup.leakcanary.AndroidReachabilityInspectors;com.squareup.leakcanary.AndroidReachabilityInspectors;;;;;true;false;true;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.CanaryLog</code><br>was removed<br>;;com.squareup.leakcanary.CanaryLog;;;;;true;false;false;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.CanaryLog</code> <br>was removed<br>;com.squareup.leakcanary.CanaryLog;com.squareup.leakcanary.CanaryLog;;;;;true;false;false;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.CanaryLog.Logger</code><br>was removed<br>;;com.squareup.leakcanary.CanaryLog.Logger;;;;;true;false;false;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.CanaryLog.Logger</code> <br>was removed<br>;com.squareup.leakcanary.CanaryLog.Logger;com.squareup.leakcanary.CanaryLog.Logger;;;;;true;false;false;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DebuggerControl</code><br>was removed<br>;;com.squareup.leakcanary.DebuggerControl;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DebuggerControl</code> <br>was removed<br>;com.squareup.leakcanary.DebuggerControl;com.squareup.leakcanary.DebuggerControl;;;;;true;false;true;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DefaultLeakDirectoryProvider</code><br>was removed<br>;;com.squareup.leakcanary.DefaultLeakDirectoryProvider;;;;;true;false;false;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DefaultLeakDirectoryProvider</code> <br>was removed<br>;com.squareup.leakcanary.DefaultLeakDirectoryProvider;com.squareup.leakcanary.DefaultLeakDirectoryProvider;;;;;true;false;false;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DisplayLeakService</code><br>was removed<br>;;com.squareup.leakcanary.DisplayLeakService;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.DisplayLeakService</code> <br>was removed<br>;com.squareup.leakcanary.DisplayLeakService;com.squareup.leakcanary.DisplayLeakService;;;;;true;false;true;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.GcTrigger</code><br>was removed<br>;;com.squareup.leakcanary.GcTrigger;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.GcTrigger</code> <br>was removed<br>;com.squareup.leakcanary.GcTrigger;com.squareup.leakcanary.GcTrigger;;;;;true;false;true;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDumper</code><br>was removed<br>;;com.squareup.leakcanary.HeapDumper;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDumper</code> <br>was removed<br>;com.squareup.leakcanary.HeapDumper;com.squareup.leakcanary.HeapDumper;;;;;true;false;true;;true;true;true
b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakDirectoryProvider</code><br>was removed<br>;;com.squareup.leakcanary.LeakDirectoryProvider;;;;;true;false;true;;b4bd17834a1c1718247adcab296df8b23a2bcaee;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakDirectoryProvider</code> <br>was removed<br>;com.squareup.leakcanary.LeakDirectoryProvider;com.squareup.leakcanary.LeakDirectoryProvider;;;;;true;false;true;;true;true;true
53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement.Holder</code><br>was removed<br>;;com.squareup.leakcanary.LeakTraceElement.Holder;;;;;true;false;false;;53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement.Holder</code> <br>was removed<br>;com.squareup.leakcanary.LeakTraceElement.Holder;com.squareup.leakcanary.LeakTraceElement.Holder;;;;;true;false;false;;true;true;true
53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement</code><br>was removed<br>;;com.squareup.leakcanary.LeakTraceElement;;;;;true;false;true;;53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement</code> <br>was removed<br>;com.squareup.leakcanary.LeakTraceElement;com.squareup.leakcanary.LeakTraceElement;;;;;true;false;true;;true;true;true
53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement.Type</code><br>was removed<br>;;com.squareup.leakcanary.LeakTraceElement.Type;;;;;true;false;false;;53658e104d76229cdf86ccece80ee493b11700f2;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTraceElement.Type</code> <br>was removed<br>;com.squareup.leakcanary.LeakTraceElement.Type;com.squareup.leakcanary.LeakTraceElement.Type;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcher.NewRefListener</code><br>was removed<br>;;com.squareup.leakcanary.RefWatcher.NewRefListener;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcher.NewRefListener</code> <br>was removed<br>;com.squareup.leakcanary.RefWatcher.NewRefListener;com.squareup.leakcanary.RefWatcher.NewRefListener;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ServiceHeapDumpListener</code><br>was removed<br>;;com.squareup.leakcanary.ServiceHeapDumpListener;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ServiceHeapDumpListener</code> <br>was removed<br>;com.squareup.leakcanary.ServiceHeapDumpListener;com.squareup.leakcanary.ServiceHeapDumpListener;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.Retryable</code><br>was removed<br>;;com.squareup.leakcanary.Retryable;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.Retryable</code> <br>was removed<br>;com.squareup.leakcanary.Retryable;com.squareup.leakcanary.Retryable;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcher</code><br>was removed<br>;;com.squareup.leakcanary.RefWatcher;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcher</code> <br>was removed<br>;com.squareup.leakcanary.RefWatcher;com.squareup.leakcanary.RefWatcher;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump</code><br>was removed<br>;;com.squareup.leakcanary.HeapDump;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump</code> <br>was removed<br>;com.squareup.leakcanary.HeapDump;com.squareup.leakcanary.HeapDump;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump.Listener</code><br>was removed<br>;;com.squareup.leakcanary.HeapDump.Listener;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump.Listener</code> <br>was removed<br>;com.squareup.leakcanary.HeapDump.Listener;com.squareup.leakcanary.HeapDump.Listener;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs</code><br>was removed<br>;;com.squareup.leakcanary.ExcludedRefs;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs</code> <br>was removed<br>;com.squareup.leakcanary.ExcludedRefs;com.squareup.leakcanary.ExcludedRefs;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump.Builder</code><br>was removed<br>;;com.squareup.leakcanary.HeapDump.Builder;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HeapDump.Builder</code> <br>was removed<br>;com.squareup.leakcanary.HeapDump.Builder;com.squareup.leakcanary.HeapDump.Builder;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs.BuilderWithParams</code><br>was removed<br>;;com.squareup.leakcanary.ExcludedRefs.BuilderWithParams;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs.BuilderWithParams</code> <br>was removed<br>;com.squareup.leakcanary.ExcludedRefs.BuilderWithParams;com.squareup.leakcanary.ExcludedRefs.BuilderWithParams;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HahaHelper</code><br>was removed<br>;;com.squareup.leakcanary.HahaHelper;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.HahaHelper</code> <br>was removed<br>;com.squareup.leakcanary.HahaHelper;com.squareup.leakcanary.HahaHelper;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.Clock</code><br>was removed<br>;;com.squareup.leakcanary.Clock;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.Clock</code> <br>was removed<br>;com.squareup.leakcanary.Clock;com.squareup.leakcanary.Clock;;;;;true;false;false;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.WatchExecutor</code><br>was removed<br>;;com.squareup.leakcanary.WatchExecutor;;;;;true;false;true;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.WatchExecutor</code> <br>was removed<br>;com.squareup.leakcanary.WatchExecutor;com.squareup.leakcanary.WatchExecutor;;;;;true;false;true;;true;true;true
339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs.Builder</code><br>was removed<br>;;com.squareup.leakcanary.ExcludedRefs.Builder;;;;;true;false;false;;339973775b315230f08a1a792e007a64e9a1e5fa;Remove Type;Type;<br>type <code>com.squareup.leakcanary.ExcludedRefs.Builder</code> <br>was removed<br>;com.squareup.leakcanary.ExcludedRefs.Builder;com.squareup.leakcanary.ExcludedRefs.Builder;;;;;true;false;false;;true;true;true
e59c27dae9ca78c3b793a4ea9d117e6c52a42484;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTrace</code><br>was removed<br>;;com.squareup.leakcanary.LeakTrace;;;;;true;false;true;;e59c27dae9ca78c3b793a4ea9d117e6c52a42484;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakTrace</code> <br>was removed<br>;com.squareup.leakcanary.LeakTrace;com.squareup.leakcanary.LeakTrace;;;;;true;false;true;;true;true;true
03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcherBuilder</code><br>was removed<br>;;com.squareup.leakcanary.RefWatcherBuilder;;;;;true;false;true;;03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.RefWatcherBuilder</code> <br>was removed<br>;com.squareup.leakcanary.RefWatcherBuilder;com.squareup.leakcanary.RefWatcherBuilder;;;;;true;false;true;;true;true;true
03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidRefWatcherBuilder</code><br>was removed<br>;;com.squareup.leakcanary.AndroidRefWatcherBuilder;;;;;true;false;true;;03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidRefWatcherBuilder</code> <br>was removed<br>;com.squareup.leakcanary.AndroidRefWatcherBuilder;com.squareup.leakcanary.AndroidRefWatcherBuilder;;;;;true;false;true;;true;true;true
03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakCanary</code><br>was removed<br>;;com.squareup.leakcanary.LeakCanary;;;;;true;false;false;;03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.LeakCanary</code> <br>was removed<br>;com.squareup.leakcanary.LeakCanary;com.squareup.leakcanary.LeakCanary;;;;;true;false;false;;true;true;true
03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidWatchExecutor</code><br>was removed<br>;;com.squareup.leakcanary.AndroidWatchExecutor;;;;;true;false;true;;03d08ae171d0b8d0778f89cc40669582fd1818c7;Remove Type;Type;<br>type <code>com.squareup.leakcanary.AndroidWatchExecutor</code> <br>was removed<br>;com.squareup.leakcanary.AndroidWatchExecutor;com.squareup.leakcanary.AndroidWatchExecutor;;;;;true;false;true;;true;true;true
