commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;isEqualBreakingChange;isEqualDeprecated;isEqualJavaDoc
7ba738304b4203419f60dc71a7c3ba69148b1df5;Lost Visibility in Type;Type;<br>type <code>com.orhanobut.logger.AndroidLogTool</code><br>changed visibility from <code>public</code>to <code>default</code><br>;;com.orhanobut.logger.AndroidLogTool;;com.orhanobut.logger.AndroidLogTool;public;default;true;false;false;;7ba738304b4203419f60dc71a7c3ba69148b1df5;Lost Visibility in Type;Type;<br> type <code>com.orhanobut.logger.AndroidLogTool</code><br> changed visibility from <code>public</code> to <code>default</code><br>;;;com.orhanobut.logger.AndroidLogTool;com.orhanobut.logger.AndroidLogTool;public;default;true;false;false;;true;true;true
dae90084660dbe4e4e400a9611af0132c7169978;Add Type;Type;<br>type <code>com.orhanobut.logger.LogTool</code> added<br>;;;;com.orhanobut.logger.LogTool;;;false;false;false;;dae90084660dbe4e4e400a9611af0132c7169978;Add Type;Type;<br>Type <code>com.orhanobut.logger.LogTool</code> added<br>;;;com.orhanobut.logger.LogTool;com.orhanobut.logger.LogTool;;;false;false;false;;true;true;true
dae90084660dbe4e4e400a9611af0132c7169978;Add Type;Type;<br>type <code>com.orhanobut.logger.AndroidLogTool</code> added<br>;;;;com.orhanobut.logger.AndroidLogTool;;;false;false;false;;dae90084660dbe4e4e400a9611af0132c7169978;Add Type;Type;<br>Type <code>com.orhanobut.logger.AndroidLogTool</code> added<br>;;;com.orhanobut.logger.AndroidLogTool;com.orhanobut.logger.AndroidLogTool;;;false;false;false;;true;true;true
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Type;Type;<br>type <code>com.orhanobut.logger.Printer</code> added<br>;;;;com.orhanobut.logger.Printer;;;false;false;true;;a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Type;Type;<br>Type <code>com.orhanobut.logger.Printer</code> added<br>;;;com.orhanobut.logger.Printer;com.orhanobut.logger.Printer;;;false;false;true;;true;true;true
7806d1d20f0541ff1765bf8d81687f9d8b3ebab5;Add Type;Type;<br>type <code>com.orhanobut.logger.LogLevel</code> added<br>;;;;com.orhanobut.logger.LogLevel;;;false;false;true;;7806d1d20f0541ff1765bf8d81687f9d8b3ebab5;Add Type;Type;<br>Type <code>com.orhanobut.logger.LogLevel</code> added<br>;;;com.orhanobut.logger.LogLevel;com.orhanobut.logger.LogLevel;;;false;false;true;;true;true;true
9c7f7f41144247c0158e12e9a75606387015f736;Rename Method;Method;<br>method <code>addAdapter(LogAdapter adapter)</code><br>renamed to <code>addLogAdapter(LogAdapter adapter)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;addAdapter(LogAdapter);com.orhanobut.logger.Logger;addLogAdapter(LogAdapter);com.orhanobut.logger.Logger;;;true;false;false;;9c7f7f41144247c0158e12e9a75606387015f736;Rename Method;Method;method <code>addAdapter(LogAdapter)</code><br>renamed to <code>addLogAdapter(LogAdapter)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;addAdapter(LogAdapter);;addLogAdapter(LogAdapter);com.orhanobut.logger.Logger;;;true;false;false;;true;true;true
95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Add Method;Method;<br>method <code>printer(Printer printer)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;printer(Printer printer);com.orhanobut.logger.Logger;;;false;false;false;;95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Add Method;Method;<br>method <code>printer(Printer printer)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;printer(Printer printer);com.orhanobut.logger.Logger;;;false;false;false;;true;true;true
95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Remove Method;Method;<br>method <code>DiskLogStrategy(String folder, int maxFileSize)</code><br>removed from <code>com.orhanobut.logger.DiskLogStrategy</code><br>;DiskLogStrategy(String folder, int maxFileSize);com.orhanobut.logger.DiskLogStrategy;;;;;true;false;true;;95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Remove Method;Method;<br>method <code>DiskLogStrategy(String folder, int maxFileSize)</code><br>removed from <code>com.orhanobut.logger.DiskLogStrategy</code><br>;DiskLogStrategy(String folder, int maxFileSize);com.orhanobut.logger.DiskLogStrategy;;;;;true;false;true;;true;true;true
95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Add Method;Method;<br>method <code>DiskLogStrategy(Handler handler)</code><br>added in <code>com.orhanobut.logger.DiskLogStrategy</code><br>;;;DiskLogStrategy(Handler handler);com.orhanobut.logger.DiskLogStrategy;;;false;false;false;;95aeafcb66421372ff9e0cd7e60dd348d7f0fa9b;Add Method;Method;<br>method <code>DiskLogStrategy(Handler handler)</code><br>added in <code>com.orhanobut.logger.DiskLogStrategy</code><br>;;;DiskLogStrategy(Handler handler);com.orhanobut.logger.DiskLogStrategy;;;false;false;false;;true;true;true
bc0516be6c049bd2949653ddd5fb77b6c440c468;Add Method;Method;<br>method <code>newBuilder()</code><br>added in <code>com.orhanobut.logger.CsvFormatStrategy</code><br>;;;newBuilder();com.orhanobut.logger.CsvFormatStrategy;;;false;false;false;;bc0516be6c049bd2949653ddd5fb77b6c440c468;Add Method;Method;<br>method <code>newBuilder()</code><br>added in <code>com.orhanobut.logger.CsvFormatStrategy</code><br>;;;newBuilder();com.orhanobut.logger.CsvFormatStrategy;;;false;false;false;;true;true;true
bc0516be6c049bd2949653ddd5fb77b6c440c468;Add Method;Method;<br>method <code>AndroidLogAdapter()</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;AndroidLogAdapter();com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;bc0516be6c049bd2949653ddd5fb77b6c440c468;Add Method;Method;<br>method <code>AndroidLogAdapter()</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;AndroidLogAdapter();com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;true;true;true
90f2f54fb19fce983796394dd6b59b69967f18db;Add Method;Method;<br>method <code>isLoggable(int priority, String tag)</code><br>added in <code>com.orhanobut.logger.AndroidCsvFileLogger</code><br>;;;isLoggable(int priority, String tag);com.orhanobut.logger.AndroidCsvFileLogger;;;false;false;false;;90f2f54fb19fce983796394dd6b59b69967f18db;Add Method;Method;<br>method <code>isLoggable(int priority, String tag)</code><br>added in <code>com.orhanobut.logger.AndroidCsvFileLogger</code><br>;;;isLoggable(int priority, String tag);com.orhanobut.logger.AndroidCsvFileLogger;;;false;false;false;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>init()</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;init();com.orhanobut.logger.Logger;;;;;true;false;true;;84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>init()</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;init();com.orhanobut.logger.Logger;;;;;true;false;true;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>init(String tag)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;init(String tag);com.orhanobut.logger.Logger;;;;;true;false;true;;84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>init(String tag)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;init(String tag);com.orhanobut.logger.Logger;;;;;true;false;true;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>addAdapter(LogAdapter adapter)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;addAdapter(LogAdapter adapter);com.orhanobut.logger.Logger;;;false;false;false;;84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>addAdapter(LogAdapter adapter)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;addAdapter(LogAdapter adapter);com.orhanobut.logger.Logger;;;false;false;false;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>log(int priority, String tag, String message)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;log(int priority, String tag, String message);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>log(int priority, String tag, String message)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;log(int priority, String tag, String message);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>AndroidLogAdapter(FormatStrategy formatStrategy)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;AndroidLogAdapter(FormatStrategy formatStrategy);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>AndroidLogAdapter(FormatStrategy formatStrategy)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;AndroidLogAdapter(FormatStrategy formatStrategy);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;true;true;true
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>isLoggable(int priority, String tag)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;isLoggable(int priority, String tag);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>isLoggable(int priority, String tag)</code><br>added in <code>com.orhanobut.logger.AndroidLogAdapter</code><br>;;;isLoggable(int priority, String tag);com.orhanobut.logger.AndroidLogAdapter;;;false;false;false;;true;true;true
6b9d213c1f38b256a294f6b70c49f7cc8b4528de;Remove Method;Method;<br>method <code>t(int methodCount)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;t(int methodCount);com.orhanobut.logger.Logger;;;;;true;false;true;;6b9d213c1f38b256a294f6b70c49f7cc8b4528de;Remove Method;Method;<br>method <code>t(int methodCount)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;t(int methodCount);com.orhanobut.logger.Logger;;;;;true;false;true;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getLogAdapter()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getLogAdapter();com.orhanobut.logger.Settings;getLogAdapter();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getLogAdapter()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getLogAdapter();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>isShowThreadInfo()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;isShowThreadInfo();com.orhanobut.logger.Settings;isShowThreadInfo();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>isShowThreadInfo()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;isShowThreadInfo();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>reset()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;reset();com.orhanobut.logger.Settings;reset();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>reset()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;reset();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getLogLevel()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getLogLevel();com.orhanobut.logger.Settings;getLogLevel();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getLogLevel()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getLogLevel();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getFileLogLevel()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getFileLogLevel();com.orhanobut.logger.Settings;getFileLogLevel();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getFileLogLevel()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getFileLogLevel();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getFileLogger()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getFileLogger();com.orhanobut.logger.Settings;getFileLogger();com.orhanobut.logger.Settings;public;default;true;false;true;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getFileLogger()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getFileLogger();;public;default;true;false;false;;true;true;false
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getMethodOffset()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getMethodOffset();com.orhanobut.logger.Settings;getMethodOffset();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getMethodOffset()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getMethodOffset();;public;default;true;false;false;;true;true;true
32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br>method <code>getMethodCount()</code><br>changed visibility from <code>public</code>to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getMethodCount();com.orhanobut.logger.Settings;getMethodCount();com.orhanobut.logger.Settings;public;default;true;false;false;;32f1653cf86062b188619be32286c5d5a95b4075;Lost Visibility in Method;Method;<br> method <code>getMethodCount()</code><br> changed visibility from <code>public</code> to <code>default</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;com.orhanobut.logger.Settings;getMethodCount();;public;default;true;false;false;;true;true;true
a5fc14128abab13b02448146b87cde6366c08437;Change in Return Type Method;Method;<br>method <code>getLogLevel()</code><br>changed the return type<br>in <code>com.orhanobut.logger.Settings</code><br>;getLogLevel();com.orhanobut.logger.Settings;getLogLevel();com.orhanobut.logger.Settings;;;true;false;false;;a5fc14128abab13b02448146b87cde6366c08437;Change in Return Type Method;Method;<br>method <code>getLogLevel()</code><br>changed the return type<br>in <code>com.orhanobut.logger.Settings</code><br>;getLogLevel();com.orhanobut.logger.Settings;;;;;true;false;false;;true;true;true
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>fileLogger(FileLogger fileLogger)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;fileLogger(FileLogger fileLogger);com.orhanobut.logger.Settings;;;false;false;false;;a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>fileLogger(FileLogger fileLogger)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;fileLogger(FileLogger fileLogger);com.orhanobut.logger.Settings;;;false;false;false;;true;true;true
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>getFileLogLevel()</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;getFileLogLevel();com.orhanobut.logger.Settings;;;false;false;false;;a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>getFileLogLevel()</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;getFileLogLevel();com.orhanobut.logger.Settings;;;false;false;false;;true;true;true
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>logLevel(int logLevel)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;logLevel(int logLevel);com.orhanobut.logger.Settings;;;false;false;false;;a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>logLevel(int logLevel)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;logLevel(int logLevel);com.orhanobut.logger.Settings;;;false;false;false;;true;true;true
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>fileLogLevel(int fileLogLevel)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;fileLogLevel(int fileLogLevel);com.orhanobut.logger.Settings;;;false;false;false;;a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>fileLogLevel(int fileLogLevel)</code><br>added in <code>com.orhanobut.logger.Settings</code><br>;;;fileLogLevel(int fileLogLevel);com.orhanobut.logger.Settings;;;false;false;false;;true;true;true
