commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc
84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>wtf(String tag, String message)</code><br>removed from <code>com.orhanobut.logger.LogAdapter</code><br>;wtf(String tag, String message);com.orhanobut.logger.LogAdapter;;;;;true;false;false
84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>i(String tag, String message)</code><br>removed from <code>com.orhanobut.logger.LogAdapter</code><br>;i(String tag, String message);com.orhanobut.logger.LogAdapter;;;;;true;false;false
84c6056c8cea1498b35ee9942074436f78bfbc26;Remove Method;Method;<br>method <code>e(String tag, String message)</code><br>removed from <code>com.orhanobut.logger.LogAdapter</code><br>;e(String tag, String message);com.orhanobut.logger.LogAdapter;;;;;true;false;false
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>log(int priority, String tag, String message)</code><br>added in <code>com.orhanobut.logger.LogAdapter</code><br>;;;log(int priority, String tag, String message);com.orhanobut.logger.LogAdapter;;;false;false;false
84c6056c8cea1498b35ee9942074436f78bfbc26;Add Method;Method;<br>method <code>isLoggable(int priority, String tag)</code><br>added in <code>com.orhanobut.logger.LogAdapter</code><br>;;;isLoggable(int priority, String tag);com.orhanobut.logger.LogAdapter;;;false;false;false
6b9d213c1f38b256a294f6b70c49f7cc8b4528de;Inline Method;Method;<br>method <code>t(String tag, int methodCount)</code><br>from <code>com.orhanobut.logger.Logger</code><br>inlined to <code>t(String tag)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;t(String, int);com.orhanobut.logger.Logger;;;t(String);com.orhanobut.logger.Logger;true;false;true
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>toString(int value)</code><br>added in <code>com.orhanobut.logger.LogLevel</code><br>;;;toString(int value);com.orhanobut.logger.LogLevel;;;false;false;false
a5fc14128abab13b02448146b87cde6366c08437;Add Method;Method;<br>method <code>getValue()</code><br>added in <code>com.orhanobut.logger.LogLevel</code><br>;;;getValue();com.orhanobut.logger.LogLevel;;;false;false;false
143e1f8a96429bcae791bd27ce2d3fd9be3cc71b;Change in Parameter List;Method;<br>method <code>log(int priority, String message, Object[] args)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>log(int priority, String tag, String message, Throwable throwable)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;log(int, String, Object[]);com.orhanobut.logger.Logger;log(int, String, String, Throwable);com.orhanobut.logger.Logger;;;true;false;false
143e1f8a96429bcae791bd27ce2d3fd9be3cc71b;Remove Method;Method;<br>method <code>log(int priority, String message, Object[] args)</code><br>removed from <code>com.orhanobut.logger.Printer</code><br>;log(int priority, String message, Object[] args);com.orhanobut.logger.Printer;;;;;true;false;false
143e1f8a96429bcae791bd27ce2d3fd9be3cc71b;Add Method;Method;<br>method <code>log(int priority, String tag, String message, Throwable throwable)</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;log(int priority, String tag, String message, Throwable throwable);com.orhanobut.logger.Printer;;;false;false;false
30f73221e4a129023a274b8e4f38560b7939030a;Rename Method;Method;<br>method <code>clear()</code><br>renamed to <code>resetSettings()</code><br>in <code>com.orhanobut.logger.Logger</code><br>;clear();com.orhanobut.logger.Logger;resetSettings();com.orhanobut.logger.Logger;;;true;false;false
30f73221e4a129023a274b8e4f38560b7939030a;Rename Method;Method;<br>method <code>clear()</code><br>renamed to <code>resetSettings()</code><br>in <code>com.orhanobut.logger.Printer</code><br>;clear();com.orhanobut.logger.Printer;resetSettings();com.orhanobut.logger.Printer;;;true;false;false
30f73221e4a129023a274b8e4f38560b7939030a;Add Method;Method;<br>method <code>log(int priority, String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;log(int priority, String message, Object[] args);com.orhanobut.logger.Printer;;;false;false;false
30f73221e4a129023a274b8e4f38560b7939030a;Add Method;Method;<br>method <code>d(Object object)</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;d(Object object);com.orhanobut.logger.Printer;;;false;false;false
30f73221e4a129023a274b8e4f38560b7939030a;Add Method;Method;<br>method <code>log(int priority, String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;log(int priority, String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
26228b17f923893cd27cad91266d9a443e11a3fe;Change in Parameter List;Method;<br>method <code>logTool(LogTool logTool)</code><br>in <code>com.orhanobut.logger.Settings</code><br>changed the list parameters<br>to <code>logAdapter(LogAdapter logAdapter)</code><br>in <code>com.orhanobut.logger.Settings</code><br>;logTool(LogTool);com.orhanobut.logger.Settings;logAdapter(LogAdapter);com.orhanobut.logger.Settings;;;true;false;false
26228b17f923893cd27cad91266d9a443e11a3fe;Rename Method;Method;<br>method <code>logTool(LogTool logTool)</code><br>renamed to <code>logAdapter(LogAdapter logAdapter)</code><br>in <code>com.orhanobut.logger.Settings</code><br>;logTool(LogTool);com.orhanobut.logger.Settings;logAdapter(LogAdapter);com.orhanobut.logger.Settings;;;true;false;false
26228b17f923893cd27cad91266d9a443e11a3fe;Change in Return Type Method;Method;<br>method <code>getLogAdapter()</code><br>changed the return type<br>in <code>com.orhanobut.logger.Settings</code><br>;getLogTool();com.orhanobut.logger.Settings;getLogAdapter();com.orhanobut.logger.Settings;;;true;false;false
26228b17f923893cd27cad91266d9a443e11a3fe;Rename Method;Method;<br>method <code>getLogTool()</code><br>renamed to <code>getLogAdapter()</code><br>in <code>com.orhanobut.logger.Settings</code><br>;getLogTool();com.orhanobut.logger.Settings;getLogAdapter();com.orhanobut.logger.Settings;;;true;false;false
dae90084660dbe4e4e400a9611af0132c7169978;Deprecated Method;Method;<br>method <code>setLogLevel(LogLevel logLevel)</code><br>deprecated in <code>com.orhanobut.logger.Settings</code><br>;setLogLevel(LogLevel logLevel);com.orhanobut.logger.Settings;setLogLevel(LogLevel logLevel);com.orhanobut.logger.Settings;;;false;true;true
dae90084660dbe4e4e400a9611af0132c7169978;Deprecated Method;Method;<br>method <code>setMethodOffset(int offset)</code><br>deprecated in <code>com.orhanobut.logger.Settings</code><br>;setMethodOffset(int offset);com.orhanobut.logger.Settings;setMethodOffset(int offset);com.orhanobut.logger.Settings;;;false;true;true
dae90084660dbe4e4e400a9611af0132c7169978;Deprecated Method;Method;<br>method <code>setMethodCount(int methodCount)</code><br>deprecated in <code>com.orhanobut.logger.Settings</code><br>;setMethodCount(int methodCount);com.orhanobut.logger.Settings;setMethodCount(int methodCount);com.orhanobut.logger.Settings;;;false;true;true
dae90084660dbe4e4e400a9611af0132c7169978;Extract Method;Method;<br>method <code>methodCount(int methodCount)</code><br>in <code>com.orhanobut.logger.Settings</code><br>extracted from <code>setMethodCount(int methodCount)</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;;methodCount(int);com.orhanobut.logger.Settings;setMethodCount(int);com.orhanobut.logger.Settings;false;false;false
dae90084660dbe4e4e400a9611af0132c7169978;Extract Method;Method;<br>method <code>logLevel(LogLevel logLevel)</code><br>in <code>com.orhanobut.logger.Settings</code><br>extracted from <code>setLogLevel(LogLevel logLevel)</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;;logLevel(LogLevel);com.orhanobut.logger.Settings;setLogLevel(LogLevel);com.orhanobut.logger.Settings;false;false;false
dae90084660dbe4e4e400a9611af0132c7169978;Extract Method;Method;<br>method <code>methodOffset(int offset)</code><br>in <code>com.orhanobut.logger.Settings</code><br>extracted from <code>setMethodOffset(int offset)</code><br>in <code>com.orhanobut.logger.Settings</code><br>;;;methodOffset(int);com.orhanobut.logger.Settings;setMethodOffset(int);com.orhanobut.logger.Settings;false;false;false
dae90084660dbe4e4e400a9611af0132c7169978;Add Method;Method;<br>method <code>clear()</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;clear();com.orhanobut.logger.Printer;;;false;false;false
522d44d484c0d907d7b23b743770becbd733c112;Add Method;Method;<br>method <code>getSettings()</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;getSettings();com.orhanobut.logger.Printer;;;false;false;false
8367ae57fbd8a4cc3ea8f3c83c6e058a4e8b609b;Add Method;Method;<br>method <code>w(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Printer</code><br>;;;w(String message, Object[] args);com.orhanobut.logger.Printer;;;false;false;false
8367ae57fbd8a4cc3ea8f3c83c6e058a4e8b609b;Add Method;Method;<br>method <code>w(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;w(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>d(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;d(String tag, String message, int methodCount);com.orhanobut.logger.Logger;d(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Change in Parameter List;Method;<br>method <code>e(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>e(String message, Object[] args)</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String message);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String tag, String message);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Move Method;Method;<br>method <code>e(String message, Object[] args)</code><br>moved from <code>com.orhanobut.logger.Logger</code><br>to <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(Exception);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(Exception e);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Move Method;Method;<br>method <code>e(String message, Object[] args)</code><br>moved from <code>com.orhanobut.logger.Logger</code><br>to <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String, Exception);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String tag, Exception e);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Change in Parameter List;Method;<br>method <code>e(String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>e(String message, Object[] args)</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String, int);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Move Method;Method;<br>method <code>e(String message, Object[] args)</code><br>moved from <code>com.orhanobut.logger.Logger</code><br>to <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String, int);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String message, int methodCount);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Move Method;Method;<br>method <code>e(String message, Object[] args)</code><br>moved from <code>com.orhanobut.logger.Logger</code><br>to <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String, String, int);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String tag, String message, int methodCount);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Move Method;Method;<br>method <code>e(String message, Object[] args)</code><br>moved from <code>com.orhanobut.logger.Logger</code><br>to <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String, String, Exception);com.orhanobut.logger.Logger;e(String, Object[]);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String tag, String message, Exception e);com.orhanobut.logger.Logger;e(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>e(Throwable throwable, String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;e(String tag, String message, Exception e, int methodCount);com.orhanobut.logger.Logger;e(Throwable throwable, String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>wtf(String message, Object[] args)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;wtf(String tag, String message, int methodCount);com.orhanobut.logger.Logger;wtf(String message, Object[] args);com.orhanobut.logger.LoggerPrinter;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Change in Parameter List;Method;<br>method <code>json(String tag, String json, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>json(String json)</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;json(String, String, int);com.orhanobut.logger.Logger;json(String);com.orhanobut.logger.LoggerPrinter;;;true;false;true
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>json(String json)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;json(String tag, String json, int methodCount);com.orhanobut.logger.Logger;json(String json);com.orhanobut.logger.LoggerPrinter;;;true;false;true
a1f5f1152e7d719df5297342c6be4fc0943502d2;Change in Parameter List;Method;<br>method <code>xml(String tag, String xml, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>xml(String xml)</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;xml(String, String, int);com.orhanobut.logger.Logger;xml(String);com.orhanobut.logger.LoggerPrinter;;;true;false;true
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Static Modifier in Method;Method;<br>method <code>xml(String xml)</code><br>lost the modifier <code>static</code><br>in <code>com.orhanobut.logger.LoggerPrinter</code><br>;xml(String tag, String xml, int methodCount);com.orhanobut.logger.Logger;xml(String xml);com.orhanobut.logger.LoggerPrinter;;;true;false;true
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Method;Method;<br>method <code>i(String tag, String message, int methodCount)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;i(String tag, String message, int methodCount);com.orhanobut.logger.Logger;;;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Remove Method;Method;<br>method <code>v(String tag, String message, int methodCount)</code><br>removed from <code>com.orhanobut.logger.Logger</code><br>;v(String tag, String message, int methodCount);com.orhanobut.logger.Logger;;;;;true;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>d(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;d(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>e(Throwable throwable, String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;e(Throwable throwable, String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>wtf(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;wtf(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>v(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;v(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>e(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;e(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
a1f5f1152e7d719df5297342c6be4fc0943502d2;Add Method;Method;<br>method <code>i(String message, Object[] args)</code><br>added in <code>com.orhanobut.logger.Logger</code><br>;;;i(String message, Object[] args);com.orhanobut.logger.Logger;;;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Change in Parameter List;Method;<br>method <code>e(String message, Exception e, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>changed the list parameters<br>to <code>e(String tag, String message, Exception e, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;e(String, Exception, int);com.orhanobut.logger.Logger;e(String, String, Exception, int);com.orhanobut.logger.Logger;;;true;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>d(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>d(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;d(String, String);com.orhanobut.logger.Logger;d(String);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>d(String tag, String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>d(String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;d(String, String, int);com.orhanobut.logger.Logger;d(String, int);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>e(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>e(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;e(String, String);com.orhanobut.logger.Logger;e(String);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>w(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>w(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;w(String, String);com.orhanobut.logger.Logger;w(String);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>w(String tag, String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>w(String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;w(String, String, int);com.orhanobut.logger.Logger;w(String, int);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>i(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>i(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;i(String, String);com.orhanobut.logger.Logger;i(String);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>i(String tag, String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>i(String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;i(String, String, int);com.orhanobut.logger.Logger;i(String, int);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>v(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>v(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;v(String, String);com.orhanobut.logger.Logger;v(String);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>v(String tag, String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>v(String message, int methodCount)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;v(String, String, int);com.orhanobut.logger.Logger;v(String, int);com.orhanobut.logger.Logger;false;false;false
c33ec58560d1df9234faaf850fa23c1f309e81bf;Extract Method;Method;<br>method <code>wtf(String tag, String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>extracted from <code>wtf(String message)</code><br>in <code>com.orhanobut.logger.Logger</code><br>;;;wtf(String, String);com.orhanobut.logger.Logger;wtf(String);com.orhanobut.logger.Logger;false;false;false
