commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;commit;category;change;description;originalElement;originalClass;nextElement;nextClass;otherElement1;otherElement2;isBreakingChange;deprecated;javaDoc;;isEqualBreakingChange;isEqualDeprecated;isEqualJavaDoc
f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>type <code>retrofit2.adapter.rxjava3.HttpException</code> added<br>;;;;retrofit2.adapter.rxjava3.HttpException;;;false;true;true;;f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>Type <code>retrofit2.adapter.rxjava3.HttpException</code> added<br>;;;retrofit2.adapter.rxjava3.HttpException;retrofit2.adapter.rxjava3.HttpException;;;false;true;true;;true;true;true
f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>type <code>retrofit2.adapter.rxjava3.Result</code> added<br>;;;;retrofit2.adapter.rxjava3.Result;;;false;false;true;;f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>Type <code>retrofit2.adapter.rxjava3.Result</code> added<br>;;;retrofit2.adapter.rxjava3.Result;retrofit2.adapter.rxjava3.Result;;;false;false;true;;true;true;true
f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>type <code>retrofit2.adapter.rxjava3.RxJava3CallAdapterFactory</code> added<br>;;;;retrofit2.adapter.rxjava3.RxJava3CallAdapterFactory;;;false;false;true;;f68ceb45ac44878dfac7dc4d5f61b6de86b83659;Add Type;Type;<br>Type <code>retrofit2.adapter.rxjava3.RxJava3CallAdapterFactory</code> added<br>;;;retrofit2.adapter.rxjava3.RxJava3CallAdapterFactory;retrofit2.adapter.rxjava3.RxJava3CallAdapterFactory;;;false;false;true;;true;true;true
5bcf32637e0644aaa59c82ad989df2be5ef00e71;Deprecated Type;Type;<br>type <code>retrofit.converter.java8.Java8OptionalConverterFactory</code> was deprecated<br>;;retrofit.converter.java8.Java8OptionalConverterFactory;;retrofit.converter.java8.Java8OptionalConverterFactory;;;false;true;true;;5bcf32637e0644aaa59c82ad989df2be5ef00e71;Deprecated Type;Type;<br> type retrofit.converter.java8.Java8OptionalConverterFactory <code> was deprecated<br>;;;retrofit.converter.java8.Java8OptionalConverterFactory;retrofit.converter.java8.Java8OptionalConverterFactory;;;false;false;true;;true;false;true
6cd571919f7a2a6e8f138bdd593e7ab3d174bb21;Deprecated Type;Type;<br>type <code>retrofit2.adapter.java8.Java8CallAdapterFactory</code> was deprecated<br>;;retrofit2.adapter.java8.Java8CallAdapterFactory;;retrofit2.adapter.java8.Java8CallAdapterFactory;;;false;true;true;;6cd571919f7a2a6e8f138bdd593e7ab3d174bb21;Deprecated Type;Type;<br> type retrofit2.adapter.java8.Java8CallAdapterFactory <code> was deprecated<br>;;;retrofit2.adapter.java8.Java8CallAdapterFactory;retrofit2.adapter.java8.Java8CallAdapterFactory;;;false;false;true;;true;false;true
2b70ceb62aedf8a16d7db500b02e9498dc198835;Add Type;Type;<br>type <code>retrofit2.Invocation</code> added<br>;;;;retrofit2.Invocation;;;false;false;true;;2b70ceb62aedf8a16d7db500b02e9498dc198835;Add Type;Type;<br>Type <code>retrofit2.Invocation</code> added<br>;;;retrofit2.Invocation;retrofit2.Invocation;;;false;false;true;;true;true;true
3bf38ec449d7ee3342be5559630bbeedfe5332da;Move Type;Type;<br>type <code>retrofit2.converter.scala.ScalaCallAdapterFactory</code><br>moved to<br><code>retrofit2.adapter.scala.ScalaCallAdapterFactory</code><br>;;retrofit2.converter.scala.ScalaCallAdapterFactory;;retrofit2.adapter.scala.ScalaCallAdapterFactory;;;true;false;true;;3bf38ec449d7ee3342be5559630bbeedfe5332da;Move Type;Type;<br>type <code>retrofit2.converter.scala.ScalaCallAdapterFactory</code><br>moved to<br><code>retrofit2.adapter.scala.ScalaCallAdapterFactory</code><br>;retrofit2.converter.scala.ScalaCallAdapterFactory;retrofit2.converter.scala.ScalaCallAdapterFactory;retrofit2.adapter.scala.ScalaCallAdapterFactory;retrofit2.adapter.scala.ScalaCallAdapterFactory;;;true;false;true;;true;true;true
9d48466db40d5a89289cdc6d3b86e401f87d4445;Add Type;Type;<br>type <code>retrofit2.converter.jaxb.JaxbConverterFactory</code> added<br>;;;;retrofit2.converter.jaxb.JaxbConverterFactory;;;false;false;true;;9d48466db40d5a89289cdc6d3b86e401f87d4445;Add Type;Type;<br>Type <code>retrofit2.converter.jaxb.JaxbConverterFactory</code> added<br>;;;retrofit2.converter.jaxb.JaxbConverterFactory;retrofit2.converter.jaxb.JaxbConverterFactory;;;false;false;true;;true;true;true
224a81b1fcf8361a96006e1a47c9c07055329418;Deprecated Type;Type;<br>type <code>retrofit2.converter.simplexml.SimpleXmlConverterFactory</code> was deprecated<br>;;retrofit2.converter.simplexml.SimpleXmlConverterFactory;;retrofit2.converter.simplexml.SimpleXmlConverterFactory;;;false;true;true;;224a81b1fcf8361a96006e1a47c9c07055329418;Deprecated Type;Type;<br> type retrofit2.converter.simplexml.SimpleXmlConverterFactory <code> was deprecated<br>;;;retrofit2.converter.simplexml.SimpleXmlConverterFactory;retrofit2.converter.simplexml.SimpleXmlConverterFactory;;;false;false;true;;true;false;true
130bcc7c419dbcea0faba84ff7dc34a74e7f11cb;Add Type;Type;<br>type <code>retrofit2.converter.scala.ScalaCallAdapterFactory</code> added<br>;;;;retrofit2.converter.scala.ScalaCallAdapterFactory;;;false;false;true;;130bcc7c419dbcea0faba84ff7dc34a74e7f11cb;Add Type;Type;<br>Type <code>retrofit2.converter.scala.ScalaCallAdapterFactory</code> added<br>;;;retrofit2.converter.scala.ScalaCallAdapterFactory;retrofit2.converter.scala.ScalaCallAdapterFactory;;;false;false;true;;true;true;true
