commit;category;change;description;element;path;isBreakingChange;deprecated;javaDoc
198c4b540afc1ed655af755411b8fa23650431bf;Remove Type;Type;<br>type <code>okhttp3.Headers</code> <br>was removed<br>;Headers;okhttp3.Headers;true;false;true
198c4b540afc1ed655af755411b8fa23650431bf;Remove Type;Type;<br>type <code>okhttp3.Headers.Builder</code> <br>was removed<br>;Builder;okhttp3.Headers.Builder;true;false;false
0ece6afccc69bde9a853a50a0b5d354639a77a45;Remove Type;Type;<br>type <code>okhttp3.JavaNetCookieJar</code> <br>was removed<br>;JavaNetCookieJar;okhttp3.JavaNetCookieJar;true;false;true
0ece6afccc69bde9a853a50a0b5d354639a77a45;Remove Type;Type;<br>type <code>okhttp3.Cookie</code> <br>was removed<br>;Cookie;okhttp3.Cookie;true;false;true
0ece6afccc69bde9a853a50a0b5d354639a77a45;Remove Type;Type;<br>type <code>okhttp3.Cookie.Builder</code> <br>was removed<br>;Builder;okhttp3.Cookie.Builder;true;false;true
44b8c7c25ab19676e3f1a25b725f3cf6c4c44b0e;Remove Type;Type;<br>type <code>okhttp3.ConnectionPool</code> <br>was removed<br>;ConnectionPool;okhttp3.ConnectionPool;true;false;true
86ce4574ef585ff8f2efb59b132081e378d84b77;Remove Type;Type;<br>type <code>okhttp3.Credentials</code> <br>was removed<br>;Credentials;okhttp3.Credentials;true;false;true
c2fa8ca193dd917caaa528188f51101ab1df139f;Remove Type;Type;<br>type <code>okhttp3.dnsoverhttps.DnsOverHttps</code> <br>was removed<br>;DnsOverHttps;okhttp3.dnsoverhttps.DnsOverHttps;true;false;true
c2fa8ca193dd917caaa528188f51101ab1df139f;Remove Type;Type;<br>type <code>okhttp3.dnsoverhttps.DnsOverHttps.Builder</code> <br>was removed<br>;Builder;okhttp3.dnsoverhttps.DnsOverHttps.Builder;true;false;false
742e63dd72538ab30e026713c3f747e2db5f0cfb;Remove Type;Type;<br>type <code>okhttp3.MediaType</code> <br>was removed<br>;MediaType;okhttp3.MediaType;true;false;true
3dd040b143180b9178e581abe8d689895aa16f65;Remove Type;Type;<br>type <code>okhttp3.CacheControl</code> <br>was removed<br>;CacheControl;okhttp3.CacheControl;true;false;true
3dd040b143180b9178e581abe8d689895aa16f65;Remove Type;Type;<br>type <code>okhttp3.CacheControl.Builder</code> <br>was removed<br>;Builder;okhttp3.CacheControl.Builder;true;false;true
98a67d1d1d0dbd811c30b501ffea8a02ac9df850;Remove Type;Type;<br>type <code>okhttp3.FormBody</code> <br>was removed<br>;FormBody;okhttp3.FormBody;true;false;false
98a67d1d1d0dbd811c30b501ffea8a02ac9df850;Remove Type;Type;<br>type <code>okhttp3.FormBody.Builder</code> <br>was removed<br>;Builder;okhttp3.FormBody.Builder;true;false;false
98a67d1d1d0dbd811c30b501ffea8a02ac9df850;Remove Type;Type;<br>type <code>okhttp3.HttpUrl</code> <br>was removed<br>;HttpUrl;okhttp3.HttpUrl;true;false;true
98a67d1d1d0dbd811c30b501ffea8a02ac9df850;Remove Type;Type;<br>type <code>okhttp3.HttpUrl.Builder</code> <br>was removed<br>;Builder;okhttp3.HttpUrl.Builder;true;false;false
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Interceptor</code> <br>was removed<br>;Interceptor;okhttp3.Interceptor;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.WebSocketListener</code> <br>was removed<br>;WebSocketListener;okhttp3.WebSocketListener;true;false;false
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Call</code> <br>was removed<br>;Call;okhttp3.Call;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Callback</code> <br>was removed<br>;Callback;okhttp3.Callback;true;false;false
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Dns</code> <br>was removed<br>;Dns;okhttp3.Dns;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.WebSocket</code> <br>was removed<br>;WebSocket;okhttp3.WebSocket;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.CookieJar</code> <br>was removed<br>;CookieJar;okhttp3.CookieJar;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Connection</code> <br>was removed<br>;Connection;okhttp3.Connection;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Authenticator</code> <br>was removed<br>;Authenticator;okhttp3.Authenticator;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.EventListener</code> <br>was removed<br>;EventListener;okhttp3.EventListener;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.EventListener.Factory</code> <br>was removed<br>;Factory;okhttp3.EventListener.Factory;true;false;false
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.Protocol</code> <br>was removed<br>;Protocol;okhttp3.Protocol;true;false;true
7eb897ab2e223632b3316bf46a15d37307a3d3b6;Remove Type;Type;<br>type <code>okhttp3.TlsVersion</code> <br>was removed<br>;TlsVersion;okhttp3.TlsVersion;true;false;true
018510fa4054f0c57d004847f39a1fad12ad8b12;Rename Type;Type;type <code>okhttp3.OkHttpClientTestingRule</code><br>renamed to<br><code>okhttp3.OkHttpClientTestRule</code><br>;OkHttpClientTestingRule;okhttp3.OkHttpClientTestingRule;true;false;false
aca6785440dee8ab1084308ddd66d0f6ec5b34df;Add Type;Type;<br>Type <code>okhttp3.OkHttpClientTestingRule</code> added<br>;OkHttpClientTestingRule;okhttp3.OkHttpClientTestingRule;false;false;false
09c8a4475d3079522b4f27ce0ed923202c42e5eb;Remove Type;Type;<br>type <code>okhttp3.apache.OkApacheClient</code> <br>was removed<br>;OkApacheClient;okhttp3.apache.OkApacheClient;false;true;true
4aca390e594f2683977384e05deb87ab9b4c2c07;Remove Type;Type;<br>type <code>okhttp3.AndroidInternal</code> <br>was removed<br>;AndroidInternal;okhttp3.AndroidInternal;true;false;true
4aca390e594f2683977384e05deb87ab9b4c2c07;Remove Type;Type;<br>type <code>okhttp3.AndroidShimResponseCache</code> <br>was removed<br>;AndroidShimResponseCache;okhttp3.AndroidShimResponseCache;true;false;true
4aca390e594f2683977384e05deb87ab9b4c2c07;Remove Type;Type;<br>type <code>okhttp3.OkCacheContainer</code> <br>was removed<br>;OkCacheContainer;okhttp3.OkCacheContainer;true;false;true
4aca390e594f2683977384e05deb87ab9b4c2c07;Remove Type;Type;<br>type <code>okhttp3.OkUrlFactory</code> <br>was removed<br>;OkUrlFactory;okhttp3.OkUrlFactory;false;true;true
4bea2830d91ddbf0a4d733d928d5b91656378d33;Add Type;Type;<br>Type <code>okhttp3.ForwardingRequestBody</code> added<br>;ForwardingRequestBody;okhttp3.ForwardingRequestBody;false;false;false
4bea2830d91ddbf0a4d733d928d5b91656378d33;Add Type;Type;<br>Type <code>okhttp3.UppercaseRequestInterceptor</code> added<br>;UppercaseRequestInterceptor;okhttp3.UppercaseRequestInterceptor;false;false;true
4bea2830d91ddbf0a4d733d928d5b91656378d33;Add Type;Type;<br>Type <code>okhttp3.ForwardingResponseBody</code> added<br>;ForwardingResponseBody;okhttp3.ForwardingResponseBody;false;false;false
4bea2830d91ddbf0a4d733d928d5b91656378d33;Add Type;Type;<br>Type <code>okhttp3.UppercaseResponseInterceptor</code> added<br>;UppercaseResponseInterceptor;okhttp3.UppercaseResponseInterceptor;false;false;true
37b519d026ca201d8a5144a4e244741c2410a93b;Remove Type;Type;<br>type <code>okhttp3.benchmarks.Benchmark</code> <br>was removed<br>;Benchmark;okhttp3.benchmarks.Benchmark;true;false;true
ef34a41d09fbcc8e03c179cb9b121c918f671f88;Add Type;Type;<br>Type <code>okhttp3.logging.LoggingEventListener</code> added<br>;LoggingEventListener;okhttp3.logging.LoggingEventListener;false;false;true
ef34a41d09fbcc8e03c179cb9b121c918f671f88;Add Type;Type;<br>Type <code>okhttp3.logging.LoggingEventListener.Factory</code> added<br>;Factory;okhttp3.logging.LoggingEventListener.Factory;false;false;false
37887141fe8cc398eff35dc4fbe74c9b4bcdc26c;Rename Type;Type;type <code>okhttp3.tls.TlsNode</code><br>renamed to<br><code>okhttp3.tls.HandshakeCertificates</code><br>;TlsNode;okhttp3.tls.TlsNode;true;false;true
37887141fe8cc398eff35dc4fbe74c9b4bcdc26c;Remove Type;Type;<br>type <code>okhttp3.tls.TlsNode.Builder</code> <br>was removed<br>;Builder;okhttp3.tls.TlsNode.Builder;true;false;false
37887141fe8cc398eff35dc4fbe74c9b4bcdc26c;Add Type;Type;<br>Type <code>okhttp3.tls.HandshakeCertificates.Builder</code> added<br>;Builder;okhttp3.tls.HandshakeCertificates.Builder;false;false;false
8ba6323b7e5980afce86c62caa9c8d65772c05e3;Add Final Modifier in Type;Type;type <code>okhttp3.tls.TlsNode.Builder</code><br>received the modifier <code>final</code><br>;Builder;okhttp3.tls.TlsNode.Builder;true;false;false
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Move Type;Type;<br>type <code>okhttp3.mockwebserver.TlsNode</code><br>moved to<br><code>okhttp3.tls.TlsNode</code><br>;TlsNode;okhttp3.mockwebserver.TlsNode;true;false;true
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Remove Type;Type;<br>type <code>okhttp3.mockwebserver.TlsNode.Builder</code> <br>was removed<br>;Builder;okhttp3.mockwebserver.TlsNode.Builder;true;false;false
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Move Type;Type;<br>type <code>okhttp3.mockwebserver.HeldCertificate</code><br>moved to<br><code>okhttp3.tls.HeldCertificate</code><br>;HeldCertificate;okhttp3.mockwebserver.HeldCertificate;true;false;true
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Remove Type;Type;<br>type <code>okhttp3.mockwebserver.HeldCertificate.Builder</code> <br>was removed<br>;Builder;okhttp3.mockwebserver.HeldCertificate.Builder;true;false;true
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Add Type;Type;<br>Type <code>okhttp3.tls.TlsNode.Builder</code> added<br>;Builder;okhttp3.tls.TlsNode.Builder;false;false;false
b1bfe7130cb0163736ea118bb779c66d04fa8a09;Add Type;Type;<br>Type <code>okhttp3.tls.HeldCertificate.Builder</code> added<br>;Builder;okhttp3.tls.HeldCertificate.Builder;false;false;true
31c511f6947ccdd4bdad4e1232606d399a8647de;Add Type;Type;<br>Type <code>okhttp3.mockwebserver.TlsNode</code> added<br>;TlsNode;okhttp3.mockwebserver.TlsNode;false;false;true
31c511f6947ccdd4bdad4e1232606d399a8647de;Add Type;Type;<br>Type <code>okhttp3.mockwebserver.TlsNode.Builder</code> added<br>;Builder;okhttp3.mockwebserver.TlsNode.Builder;false;false;false
e983dd2ae0fec1fef4eb9b08584cc2c852b47114;Add Type;Type;<br>Type <code>okhttp3.mockwebserver.HeldCertificate</code> added<br>;HeldCertificate;okhttp3.mockwebserver.HeldCertificate;false;false;true
e983dd2ae0fec1fef4eb9b08584cc2c852b47114;Add Type;Type;<br>Type <code>okhttp3.mockwebserver.HeldCertificate.Builder</code> added<br>;Builder;okhttp3.mockwebserver.HeldCertificate.Builder;false;false;true
5b37cda9e00626f43acf354df145fd452c3031f1;Add Type;Type;<br>Type <code>okhttp3.dnsoverhttps.DnsOverHttps</code> added<br>;DnsOverHttps;okhttp3.dnsoverhttps.DnsOverHttps;false;false;true
5b37cda9e00626f43acf354df145fd452c3031f1;Add Type;Type;<br>Type <code>okhttp3.dnsoverhttps.DnsOverHttps.Builder</code> added<br>;Builder;okhttp3.dnsoverhttps.DnsOverHttps.Builder;false;false;false
f6502e89f9bb96c4b76800c5245170a76b60e60c;Move Type;Type;<br>type <code>okhttp3.EventSourceListener</code><br>moved to<br><code>okhttp3.sse.EventSourceListener</code><br>;EventSourceListener;okhttp3.EventSourceListener;true;false;false
f6502e89f9bb96c4b76800c5245170a76b60e60c;Move Type;Type;<br>type <code>okhttp3.EventSources</code><br>moved to<br><code>okhttp3.sse.EventSources</code><br>;EventSources;okhttp3.EventSources;true;false;false
f6502e89f9bb96c4b76800c5245170a76b60e60c;Move Type;Type;<br>type <code>okhttp3.EventSource</code><br>moved to<br><code>okhttp3.sse.EventSource</code><br>;EventSource;okhttp3.EventSource;true;false;false
7d5793dcacab6d01f6d3b0c1bfab30b4e5f20317;Add Type;Type;<br>Type <code>okhttp3.EventSourceListener</code> added<br>;EventSourceListener;okhttp3.EventSourceListener;false;false;false
7d5793dcacab6d01f6d3b0c1bfab30b4e5f20317;Add Type;Type;<br>Type <code>okhttp3.EventSources</code> added<br>;EventSources;okhttp3.EventSources;false;false;false
7d5793dcacab6d01f6d3b0c1bfab30b4e5f20317;Add Type;Type;<br>Type <code>okhttp3.EventSource</code> added<br>;EventSource;okhttp3.EventSource;false;false;false
7131fb250c34882c32f084c5b01a28ad0b6de25c;Gain Visibility in Type;Type;<br> type <code>okhttp3.EventListener</code><br> changed visibility from <code>default</code> to <code>public</code><br>;EventListener;okhttp3.EventListener;false;false;false
60b1c1d365a588a447976205c48e6deb99cd7693;Lost Visibility in Type;Type;<br> type <code>okhttp3.EventListener</code><br> changed visibility from <code>public</code> to <code>default</code><br>;EventListener;okhttp3.EventListener;true;false;false
518baaa6e8841571e48fe5a8acf6aff05af8af4a;Add Type;Type;<br>Type <code>okhttp3.EventListener.Factory</code> added<br>;Factory;okhttp3.EventListener.Factory;false;false;false
1464a47a1a2a5f1a6b8011d7db0ca478c878c343;Add Type;Type;<br>Type <code>okhttp3.EventListener</code> added<br>;EventListener;okhttp3.EventListener;false;false;true
49e9294feb2e5700d574857ea330be89f85dad7a;Add Supertype;Type;<br><code>okhttp3.mockwebserver.MockWebServer</code><br>added superClass okhttp3.mockwebserver.ExternalResource</code><br>;MockWebServer;okhttp3.mockwebserver.MockWebServer;false;false;true
949439ae5b0c5fd70687d1f946cac80552a5a7f9;Remove Type;Type;<br>type <code>okhttp3.NewWebSocket</code> <br>was removed<br>;NewWebSocket;okhttp3.NewWebSocket;true;false;true
949439ae5b0c5fd70687d1f946cac80552a5a7f9;Add Type;Type;<br>Type <code>okhttp3.WebSocketListener</code> added<br>;WebSocketListener;okhttp3.WebSocketListener;false;false;false
949439ae5b0c5fd70687d1f946cac80552a5a7f9;Add Type;Type;<br>Type <code>okhttp3.WebSocket</code> added<br>;WebSocket;okhttp3.WebSocket;false;false;true
ab73bddaa42637d64e005d788fb7130d26c50c97;Remove Type;Type;<br>type <code>okhttp3.WebSocketListener</code> <br>was removed<br>;WebSocketListener;okhttp3.WebSocketListener;true;false;true
ab73bddaa42637d64e005d788fb7130d26c50c97;Remove Type;Type;<br>type <code>okhttp3.WebSocketCall</code> <br>was removed<br>;WebSocketCall;okhttp3.WebSocketCall;true;false;false
ab73bddaa42637d64e005d788fb7130d26c50c97;Remove Type;Type;<br>type <code>okhttp3.WebSocket</code> <br>was removed<br>;WebSocket;okhttp3.WebSocket;true;false;true
49527dae14a9f112e8f0b6e2f37ef49f23452ec5;Add Type;Type;<br>Type <code>okhttp3.NewWebSocket</code> added<br>;NewWebSocket;okhttp3.NewWebSocket;false;false;true
508eb90b3c8d494686651bc423838f5750f60c92;Gain Visibility in Type;Type;<br> type <code>okhttp3.RealWebSocketCall.StreamWebSocket</code><br> changed visibility from <code>private</code> to <code>default</code><br>;StreamWebSocket;okhttp3.RealWebSocketCall.StreamWebSocket;false;false;false
039bcf92dbff48d1162016f8cf4ba08a99071717;Move Type;Type;<br>type <code>okhttp3.ws.WebSocketListener</code><br>moved to<br><code>okhttp3.WebSocketListener</code><br>;WebSocketListener;okhttp3.ws.WebSocketListener;true;false;true
039bcf92dbff48d1162016f8cf4ba08a99071717;Move and Rename Type;Type;<br>type <code>okhttp3.ws.WebSocketCall</code><br>moved and renamed to<br><code>okhttp3.RealWebSocketCall</code><br>;WebSocketCall;okhttp3.ws.WebSocketCall;true;false;false
039bcf92dbff48d1162016f8cf4ba08a99071717;Move Type;Type;<br>type <code>okhttp3.ws.WebSocket</code><br>moved to<br><code>okhttp3.WebSocket</code><br>;WebSocket;okhttp3.ws.WebSocket;true;false;true
